"car_initial","car_number","axle_side","eqp_axle_nbr","Start_year","Start_month","start_date","end_year","End_month","End_date","Train_type","origin_station","destination_station","Train_Priority","kipread_day","kipread_month","kipread_year","kipread_hour","kipread_minute","kipread_secs","VNDR_EDR_NME","EDR_VNDR","AGE","EQP_SEQ_NBR","WHL_AVG_KIPS","WHL_PEAK_KIPS","WHL_DYN_KIPS","WHL_DYN_RATIO","EDR_EQP_SPD","EQP_GRS_TONS","TARE","car_type","car_characteristic","EQP_GRP","GRS_RAIL_WGT","KIPDAYS","RPR_WHY_CD","weight"
"QGBA",298280,"L",1,2011,11,4,2014,11,4,"E","VOS","FGP","D",18,6,2014,22,55,0,"ROGN","SALIENT",957,40,29.9,35.6,5.72,1.19,28.9,21.1,20,"J",311,"GOND",286000,0.0,64,122.0
"EQVI",939674,"L",3,2011,11,18,2014,11,18,"U","PDG","DOO","T",21,6,2014,19,1,0,"COCH","SALIENT",946,56,39.8,62.0,22.1,1.56,56.1,31.8,30,"K",384,"HOPP",286000,12238.0,61,117.0
"SPUA",4582,"R",1,2011,7,28,2014,7,28,"E","UWU","QUP","A",24,6,2014,22,34,0,"AURO","SALIENT",1062,58,36.0,62.9,26.9,1.75,30.3,25.3,25,"K",341,"HOPP",286000,655.0,65,123.0
"FDHJ",59048,"R",1,2011,12,18,2014,12,18,"E","GXG","EWP","A",12,6,2014,13,33,0,"AURO","SALIENT",907,105,36.1,42.8,6.73,1.19,20.6,21.2,20,"J",311,"GOND",286000,0.0,11,127.0
"FLWA",833468,"L",2,2010,9,8,2014,10,9,"E","NFF","UZP","A",25,6,2014,3,17,0,"AURO","SALIENT",1386,82,39.9,45.0,5.11,1.13,49.4,23.0,20,"J",311,"GOND",286000,0.0,11,129.0
"WJQA",63798,"L",1,2012,8,23,2014,7,23,"E","GRO","UZP","D",19,6,2014,4,35,0,"ROGN","SALIENT",665,112,37.5,45.2,7.67,1.2,33.7,20.9,20,"J",311,"GOND",286000,0.0,11,123.0
"FLWA",913913,"R",3,2011,9,1,2014,9,1,"E","FOV","EWP","B",15,6,2014,20,27,0,"AURO","SALIENT",1018,94,37.0,40.9,3.95,1.11,21.6,25.2,25,"K",341,"HOPP",286000,0.0,11,123.0
"EQVI",984558,"L",4,2009,9,24,2014,11,13,"E","VFO","QDP","A",17,6,2014,18,39,55,"JOPP","PRT",1727,86,34.9,42.5,7.53,1.22,23.4,22.5,24,"K",341,"HOPP",286000,0.0,11,124.0
"PDUA",21944,"R",1,2011,12,29,2014,12,29,"E","FEF","FGP","A",11,6,2014,10,23,0,"AURO","SALIENT",895,131,33.4,69.6,36.1,2.08,36.4,21.9,20,"J",311,"GOND",286000,1402.0,65,129.0
"IXUA",293708,"L",1,2011,10,10,2014,10,10,"E","FRE","GNP","A",11,6,2014,6,56,7,"JOPP","PRT",975,3,21.1,25.9,4.72,1.22,24.1,22.2,22,"J",311,"GOND",286000,0.0,11,103.0
"EQVI",903855,"R",1,2011,10,28,2014,7,22,"E","UEH","VAP","A",24,6,2014,18,25,54,"VELO","PRT",970,109,27.4,32.0,4.57,1.17,33.6,22.6,21,"J",311,"GOND",286000,0.0,11,99.4
"IXUA",295045,"L",2,2011,9,9,2014,9,9,"E","VSV","EWP","A",20,6,2014,1,37,0,"ROGN","SALIENT",1015,24,28.4,33.2,4.89,1.17,36.6,21.7,20,"J",311,"GOND",286000,0.0,11,123.0
"EQVI",905487,"L",1,2013,11,19,2014,10,28,"E","FRE","GNP","A",14,6,2014,16,47,22,"JOPP","PRT",207,30,30.1,46.4,16.3,1.54,25.9,23.6,20,"J",311,"GOND",286000,1691.0,65,101.0
"IVWA",8076,"R",1,2011,8,20,2014,8,20,"E","FAF","EWP","A",24,6,2014,19,23,0,"AURO","SALIENT",1039,63,36.1,42.2,6.01,1.17,51.3,23.9,22,"J",312,"GOND",286000,0.0,11,127.0
"FHIA",93443,"L",4,2011,8,22,2014,8,22,"E","SKS","QDP","A",14,6,2014,1,35,0,"AURO","SALIENT",1027,100,35.5,42.0,6.5,1.18,40.2,25.9,25,"K",341,"HOPP",286000,0.0,11,122.0
"NFOA",28358,"R",4,2011,7,9,2014,7,9,"E","NFK","ZWP","A",26,6,2014,23,34,0,"AMAZ","PRT",1083,27,38.3,43.5,5.16,1.13,25.3,17.6,22,"J",311,"GOND",286000,0.0,11,125.0
"PTUA",83604,"R",3,2011,7,18,2014,7,18,"E","VOF","ENP","A",23,6,2014,9,29,0,"AURO","SALIENT",1071,70,39.6,47.0,7.42,1.19,43.0,22.2,21,"J",311,"GOND",286000,0.0,60,126.0
"EQ",866939,"R",2,2012,1,14,2014,11,14,"E","SKK","QDP","A",12,7,2014,15,10,0,"AURO","SALIENT",910,3,38.7,41.9,3.12,1.08,46.9,24.4,21,"J",311,"GOND",286000,0.0,60,126.0
"YXOA",8847,"L",2,2011,12,2,2014,12,2,"U","MVS","EZZ","T",2,7,2014,1,1,0,"CHRS","PRT",943,79,43.0,73.3,30.2,1.7,35.5,32.5,27,"G",119,"GOND",286000,12456.0,65,118.0
"FLWA",833553,"L",1,2010,1,28,2014,10,30,"E","WKK","QDP","A",24,7,2014,9,43,0,"AURO","SALIENT",1638,77,38.3,45.3,6.94,1.18,40.0,22.2,20,"J",311,"GOND",286000,0.0,60,128.0
"WJQA",65951,"R",4,2009,11,15,2014,12,7,"E","VOS","UZP","D",7,7,2014,13,46,0,"ROGN","SALIENT",1695,107,37.6,44.2,6.54,1.17,35.4,20.6,20,"J",311,"GOND",286000,0.0,11,124.0
"EQ",866988,"R",2,2012,2,27,2014,11,20,"E","FUG","HWP","A",12,7,2014,5,15,0,"ROGN","SALIENT",866,58,40.6,46.5,5.8,1.14,27.8,22.1,21,"J",311,"GOND",286000,0.0,11,126.0
"EQVI",985528,"R",2,2009,4,9,2014,9,21,"E","VLV","EWP","A",14,7,2014,4,59,0,"AMAZ","PRT",1922,52,37.7,41.1,3.46,1.09,29.4,20.0,24,"K",341,"HOPP",286000,0.0,64,123.0
"DGOA",454407,"R",2,2011,10,26,2014,10,26,"E","VIE","FGP","A",5,7,2014,16,57,0,"AURO","SALIENT",983,6,36.1,40.5,4.45,1.12,51.6,25.3,24,"K",341,"HOPP",286000,0.0,11,124.0
"EQVI",904334,"R",4,2009,10,22,2014,10,12,"E","UEH","VAP","P",17,7,2014,10,32,35,"VELO","PRT",1729,38,31.1,36.1,4.96,1.16,42.3,24.4,21,"J",311,"GOND",286000,0.0,11,124.0
"WONA",45538,"L",3,2011,9,9,2014,9,9,"E","POW","QDP","A",12,7,2014,15,5,0,"ROGN","SALIENT",1037,48,35.8,41.5,5.76,1.16,38.3,21.6,21,"J",311,"GOND",286000,0.0,11,124.0
"NFOA",739435,"L",4,2012,5,6,2014,10,19,"E","VDL","EDP","A",18,7,2014,8,51,0,"AURO","SALIENT",803,91,35.6,76.3,40.7,2.14,43.1,21.9,20,"J",311,"GOND",286000,7397.0,61,128.0
"FROA",7492,"L",4,2013,2,6,2014,9,30,"E","VSF","FGP","B",6,8,2014,16,47,0,"AURO","SALIENT",546,62,38.4,41.0,2.56,1.07,56.7,24.1,22,"J",311,"GOND",286000,0.0,61,98.0
"ZIDA",98329,"L",2,2013,1,8,2014,10,16,"E","KRK","ZWP","A",13,8,2014,1,35,0,"ROGN","SALIENT",582,86,35.7,44.9,9.13,1.26,44.1,25.2,24,"K",341,"HOPP",286000,0.0,11,118.0
"JFFA",6735,"L",2,2011,11,22,2014,11,22,"E","VDL","ZWP","A",28,7,2014,19,19,0,"AURO","SALIENT",979,93,39.4,45.4,5.92,1.15,22.0,21.7,21,"J",311,"GOND",286000,0.0,11,126.0
"PDUA",22965,"R",1,2011,10,27,2014,10,27,"E","FEF","FUP","A",1,8,2014,2,0,0,"AURO","SALIENT",1009,38,36.3,44.0,7.7,1.21,42.9,22.1,21,"J",311,"GOND",286000,0.0,11,127.0
"GHHA",93529,"L",3,2009,8,28,2014,12,2,"E","VXG","VFP","F",29,7,2014,12,53,0,"AURO","SALIENT",1796,67,38.1,44.0,5.92,1.16,49.0,22.5,20,"J",311,"GOND",286000,0.0,60,111.0
"NSOA",9539,"R",4,2011,10,12,2014,10,12,"E","OUW","ZWP","A",30,7,2014,15,6,0,"AURO","SALIENT",1022,41,37.2,43.2,6.03,1.16,42.9,26.1,24,"K",341,"HOPP",286000,8175.0,11,123.0
"EQVI",922473,"L",3,2012,5,15,2014,11,25,"E","EHQ","EWP","A",29,8,2014,0,32,4,"JOPP","PRT",835,76,37.7,58.7,21.0,1.56,26.7,20.1,20,"J",311,"GOND",286000,1581.0,11,100.0
"EQVI",904818,"R",2,2011,3,28,2014,12,29,"E","FRE","EWP","A",14,8,2014,6,17,25,"JOPP","PRT",1235,62,38.0,41.0,2.93,1.08,24.0,18.7,20,"J",311,"GOND",286000,10579.0,11,94.5
"SSUA",993977,"L",4,2011,11,19,2014,11,19,"U","SWZ","EHU","T",9,8,2014,8,51,4,"MALT","PRT",994,19,38.0,73.8,35.8,1.94,40.4,42.4,37,"T",209,"TANK",286000,763.0,65,108.0
"ZIFA",591,"R",2,2011,10,30,2014,10,30,"E","PDK","ENP","A",24,8,2014,12,43,0,"AURO","SALIENT",1029,64,35.5,36.2,0.72,1.02,43.9,21.1,20,"J",311,"GOND",286000,0.0,60,92.1
"GHHA",213474,"L",1,2010,7,20,2014,11,19,"E","VXG","QDP","F",8,9,2014,16,28,27,"JOPP","PRT",1511,88,30.1,32.8,2.71,1.09,24.2,19.0,21,"J",311,"GOND",286000,0.0,11,96.3
"GHHA",9234,"R",2,2010,11,13,2014,10,4,"E","VXG","QDP","F",16,9,2014,22,7,0,"AURO","SALIENT",1403,65,26.0,63.8,37.8,2.45,49.5,22.9,21,"J",311,"GOND",286000,2014.0,66,98.8
"GHHA",7233,"R",2,2011,12,21,2014,12,21,"E","VXG","QDP","F",25,9,2014,6,38,0,"AURO","SALIENT",1009,90,38.6,49.4,10.9,1.28,36.9,23.6,23,"J",301,"GOND",286000,0.0,78,127.0
"JEUA",53530,"R",2,2011,10,22,2014,10,22,"E","VIE","FGP","A",2,10,2014,4,56,0,"AURO","SALIENT",1076,99,34.7,52.4,17.6,1.51,25.9,26.2,25,"K",341,"HOPP",286000,6836.0,11,121.0
"DHSA",6628,"R",3,2011,12,9,2014,12,9,"E","RNR","FDP","A",10,9,2014,0,48,0,"KIRK","SALIENT",1006,62,35.0,45.5,10.5,1.3,37.4,22.6,22,"J",301,"GOND",286000,177.0,11,119.0
"GWWA",52364,"L",1,2011,11,21,2014,11,21,"Z","ODF","ZVS","L",10,9,2014,14,34,0,"BAGD","SALIENT",1024,13,13.1,49.9,36.9,3.82,65.0,120.0,71,"S",635,"IFLT",484100,3561.0,75,64.4
"EQ",868456,"L",3,2012,6,13,2014,12,27,"E","UEH","VAP","P",8,9,2014,9,56,59,"VELO","PRT",817,120,37.3,55.9,18.6,1.5,20.6,23.2,21,"J",311,"GOND",286000,31.0,11,103.0
"NFOA",739303,"R",1,2011,10,13,2014,11,2,"E","NFK","EWP","A",10,10,2014,13,7,0,"AURO","SALIENT",1093,58,31.6,39.5,7.89,1.25,45.8,21.5,20,"J",311,"GOND",286000,0.0,11,127.0
"SSHA",4398,"L",1,2011,11,6,2014,11,6,"E","RSS","DWP","B",10,9,2014,19,38,0,"AURO","SALIENT",1039,47,35.3,42.9,7.59,1.21,37.2,22.0,21,"J",311,"GOND",286000,0.0,11,127.0
"WJQA",63396,"L",2,2009,5,13,2014,11,21,"E","VOS","FUP","A",21,9,2014,0,53,0,"ROGN","SALIENT",1956,41,33.1,46.2,13.1,1.4,33.7,20.8,20,"J",311,"GOND",286000,14841.0,75,122.0
"EQVI",714114,"R",4,2010,3,2,2014,11,10,"X","HOS","BXP","A",4,9,2014,1,45,0,"ROGN","SALIENT",1647,96,29.8,35.5,5.7,1.19,46.6,30.9,30,"C",114,"HOPP",286000,1782.0,60,113.0
"XFHA",27405,"R",1,2011,11,6,2014,11,6,"E","UWU","QUP","D",5,9,2014,3,36,0,"AURO","SALIENT",1034,25,32.7,40.4,7.71,1.24,46.5,27.0,26,"K",346,"HOPP",286000,0.0,11,121.0
"PDUA",22815,"L",2,2011,10,17,2014,10,17,"E","FEF","FDP","A",30,9,2014,23,11,0,"AURO","SALIENT",1079,48,36.0,43.7,7.7,1.21,46.2,22.9,21,"J",311,"GOND",286000,0.0,11,126.0
"MKPA",22846,"R",3,2011,11,17,2014,11,17,"E","SDP","EWP","A",12,9,2014,4,33,0,"AURO","SALIENT",1030,131,36.3,45.7,9.41,1.26,26.3,23.3,23,"K",346,"HOPP",286000,0.0,11,124.0
"EQVI",985123,"L",2,2014,3,11,2014,12,30,"E","FHF","VFP","A",24,9,2014,4,48,39,"VELO","PRT",197,16,27.1,29.7,2.64,1.1,23.0,23.0,24,"K",341,"HOPP",286000,2572.0,11,98.0
"EQVI",985034,"L",3,2013,9,14,2014,12,11,"E","VNV","HWP","D",17,9,2014,1,59,0,"AURO","SALIENT",368,96,34.5,41.5,6.96,1.2,52.6,27.7,24,"K",341,"HOPP",286000,0.0,11,124.0
"EQVI",985034,"L",4,2014,5,10,2014,12,11,"E","VNV","HWP","A",7,10,2014,5,13,0,"AURO","SALIENT",150,42,34.9,43.4,8.53,1.24,35.7,25.7,24,"K",341,"HOPP",286000,0.0,11,124.0
"KHTA",9733,"R",3,2011,11,17,2014,11,17,"E","VXG","VFP","A",20,9,2014,22,1,51,"JOPP","PRT",1038,73,32.6,37.8,5.19,1.16,23.6,21.2,21,"J",311,"GOND",286000,9679.0,11,96.3
"WLOA",424031,"L",2,2011,10,6,2014,10,6,"U","JSP","USE","A",7,9,2014,5,32,13,"PRAI","PRT",1067,29,36.1,90.1,54.0,2.49,24.6,30.6,33,"T",108,"TANK",263000,2307.0,75,99.4
"DGOA",44423,"R",4,2011,12,15,2014,12,15,"E","FAF","EWP","A",6,10,2014,9,39,0,"AURO","SALIENT",1026,11,36.3,42.0,5.66,1.16,50.8,23.8,20,"J",311,"GOND",286000,0.0,64,127.0
"EQVI",587405,"L",4,2012,1,16,2014,10,13,"Q","VVH","FKF","A",21,9,2014,20,53,0,"COCH","SALIENT",979,18,35.4,79.2,43.8,2.24,54.4,105.0,65,"S",635,"IFLT",487000,3351.0,65,142.0
"DHA",49388,"L",2,2011,11,5,2014,11,5,"E","VXZ","QDP","F",18,9,2014,5,42,21,"JOPP","PRT",1048,4,38.9,42.6,3.67,1.09,23.1,19.9,21,"J",311,"GOND",286000,0.0,11,97.9
"NFOA",27389,"R",1,2010,8,24,2014,12,7,"E","VDL","EDP","A",20,8,2012,4,17,9,"AMAZ","PRT",727,127,35.8,37.4,1.63,1.05,47.2,21.9,21,"J",311,"GOND",286000,0.0,11,118.0
"EQVI",711084,"R",1,2010,6,24,2013,6,19,"X","OYZ","PFR","A",21,8,2012,14,54,0,"MESA","SALIENT",789,109,37.0,51.3,14.3,1.39,44.7,31.5,31,"C",114,"HOPP",286000,3045.0,65,117.0
"DGOA",833329,"L",3,2010,4,8,2013,4,8,"U","QVK","WQG","T",21,8,2012,23,56,0,"COCH","SALIENT",866,17,32.2,77.8,45.7,2.42,55.1,33.7,32,"T",108,"TANK",263000,282.0,61,97.7
"FHIA",76057,"L",4,2009,12,11,2012,12,11,"E","KRK","EWP","A",24,8,2012,2,46,0,"ROGN","SALIENT",987,93,36.5,43.6,7.11,1.19,44.0,21.6,21,"J",311,"GOND",286000,0.0,11,126.0
"EQVI",705855,"L",4,2010,10,31,2013,4,14,"X","HOS","HQL","A",24,8,2012,9,33,58,"GAGE","PRT",663,37,20.7,28.5,7.81,1.38,53.6,32.2,30,"C",114,"HOPP",286000,0.0,11,84.4
"GHHA",93811,"R",1,2010,2,8,2013,2,8,"E","VXG","GNP","A",29,8,2012,1,21,14,"JOPP","PRT",933,61,32.7,34.9,2.2,1.07,39.5,23.9,20,"J",311,"GOND",286000,0.0,11,113.0
"EQVI",985002,"R",2,2009,7,22,2014,3,28,"E","RNR","HEP","A",30,8,2012,4,43,0,"ROGN","SALIENT",1135,95,38.3,41.1,2.83,1.07,33.3,24.8,24,"K",341,"HOPP",286000,0.0,11,122.0
"MKPA",224175,"L",2,2011,7,15,2014,7,15,"E","SDP","QDP","A",28,8,2012,11,58,21,"AMAZ","PRT",410,120,38.2,39.6,1.45,1.04,44.9,26.1,23,"H",330,"HOPP",286000,0.0,70,122.0
"WJQA",63272,"R",1,2012,4,1,2014,2,4,"E","VOS","UZP","A",1,9,2012,23,22,0,"ROGN","SALIENT",153,64,34.8,42.1,7.35,1.21,56.1,21.1,20,"J",311,"GOND",286000,0.0,11,126.0
"WJQA",64732,"L",4,2009,3,23,2014,5,21,"E","VOS","FUP","A",30,8,2012,5,24,0,"ROGN","SALIENT",1256,85,32.2,37.8,5.62,1.17,43.6,21.0,20,"J",311,"GOND",286000,0.0,60,124.0
"EQVI",991135,"R",3,2011,8,19,2014,8,27,"E","FHE","QDP","A",28,8,2012,18,38,59,"PRAI","PRT",375,119,31.6,42.0,10.5,1.33,39.6,24.4,21,"J",311,"GOND",286000,0.0,11,104.0
"EQVI",992291,"L",4,2008,1,8,2013,2,14,"E","UEH","VFP","A",29,8,2012,3,11,27,"VELO","PRT",1695,52,37.4,43.9,6.58,1.18,35.2,21.5,20,"J",311,"GOND",286000,17308.0,11,127.0
"QGBA",299349,"R",4,2009,12,14,2012,12,14,"E","VOS","UZP","A",30,8,2012,18,24,0,"ROGN","SALIENT",990,64,34.8,60.9,26.1,1.75,41.0,21.8,20,"J",311,"GOND",286000,2024.0,11,126.0
"WAXA",223147,"L",4,2010,1,29,2013,1,29,"E","NFP","UZP","A",28,8,2012,22,34,41,"AMAZ","PRT",942,3,26.9,31.6,4.79,1.18,43.2,25.7,24,"K",346,"HOPP",286000,0.0,11,98.5
"GHHA",223092,"L",4,2011,8,27,2014,9,4,"E","VXG","VFP","A",2,9,2012,11,40,3,"JOPP","PRT",372,102,39.6,43.3,3.66,1.09,37.2,24.4,20,"J",311,"GOND",286000,0.0,65,136.0
"IXUA",293634,"R",4,2011,2,4,2012,12,26,"E","WKK","QDP","A",30,8,2012,17,49,25,"AMAZ","PRT",573,88,37.7,39.6,1.89,1.05,48.1,24.1,22,"J",311,"GOND",286000,0.0,11,128.0
"EQVI",700556,"L",2,2010,9,22,2013,9,22,"X","VXS","EBO","A",29,8,2012,7,28,0,"BMRK","SALIENT",707,27,35.4,44.6,9.2,1.26,29.0,32.0,30,"C",114,"HOPP",286000,0.0,11,127.0
"FLWA",833189,"R",1,2011,8,16,2014,12,23,"E","FUG","DWP","A",29,8,2012,9,27,0,"ROGN","SALIENT",379,15,36.2,43.4,7.21,1.2,40.1,22.7,22,"J",311,"GOND",286000,0.0,11,123.0
"EQVI",903554,"R",4,2010,2,21,2012,11,29,"E","FHE","QDP","A",29,8,2012,23,21,22,"PRAI","PRT",920,125,23.4,31.3,7.83,1.33,46.8,23.8,20,"J",311,"GOND",286000,0.0,11,105.0
"EQVI",904634,"L",1,2011,11,2,2014,11,2,"E","JDG","EWP","A",30,8,2012,8,42,0,"ROGN","SALIENT",302,72,32.0,37.4,5.38,1.17,54.7,22.3,20,"J",311,"GOND",286000,0.0,64,124.0
"MKPA",20724,"L",2,2009,12,8,2012,9,6,"E","SDP","EWP","A",31,8,2012,7,53,1,"AMAZ","PRT",997,94,39.0,42.7,3.64,1.09,46.2,32.4,23,"K",346,"HOPP",286000,0.0,11,137.0
"GHHA",7172,"L",3,2011,1,21,2014,1,21,"E","VXG","DWP","A",31,8,2012,19,9,1,"JOPP","PRT",588,78,36.7,40.5,3.82,1.1,41.4,26.9,23,"J",301,"GOND",286000,0.0,11,111.0
"GHHA",223336,"L",3,2009,8,4,2014,1,6,"E","VXF","VFP","A",4,9,2012,20,19,42,"JOPP","PRT",1127,59,38.8,44.5,5.72,1.15,29.2,21.0,21,"J",311,"GOND",286000,0.0,11,136.0
"IXUA",296008,"L",2,2010,6,13,2013,6,13,"E","WKK","QDP","A",5,9,2012,0,30,48,"AMAZ","PRT",815,80,38.1,40.0,1.87,1.05,37.0,23.5,22,"J",311,"GOND",286000,0.0,11,123.0
"EQVI",718621,"R",4,2010,9,5,2013,9,5,"X","IUV","UHG","K",8,9,2012,1,23,0,"DEAN","SALIENT",734,12,27.4,33.3,5.95,1.22,33.5,30.5,30,"C",114,"HOPP",286000,0.0,11,105.0
"EQEA",4685,"R",4,2011,12,19,2014,1,18,"E","LRJ","FNP","A",7,9,2012,21,9,0,"ROGN","SALIENT",263,26,38.2,42.4,4.21,1.11,57.1,21.8,20,"J",311,"GOND",286000,0.0,65,125.0
"EQVI",719643,"L",4,2011,8,6,2014,8,6,"H","EDU","JDO","A",5,9,2012,16,39,16,"GAGE","PRT",396,59,32.2,36.1,3.89,1.12,54.9,32.9,31,"C",114,"HOPP",286000,0.0,25,106.0
"EQVI",992124,"L",4,2011,3,31,2013,2,27,"E","FRE","HWP","A",10,9,2012,1,11,29,"JOPP","PRT",529,46,36.8,56.8,20.0,1.54,36.8,23.7,21,"J",311,"GOND",286000,45.1,75,118.0
"FHIA",78633,"R",2,2009,8,9,2013,1,18,"E","EHQ","ZWP","A",7,9,2012,14,28,21,"JOPP","PRT",1125,9,42.0,44.9,2.87,1.07,38.1,24.5,20,"J",311,"GOND",286000,0.0,11,120.0
"WLOA",76975,"L",3,2012,6,1,2014,5,13,"E","UUV","DWP","A",7,9,2012,1,37,55,"AMAZ","PRT",98,6,34.5,40.9,6.39,1.19,51.2,22.8,20,"J",311,"GOND",286000,0.0,11,120.0
"JDWA",7017,"R",4,2010,10,24,2013,10,24,"U","NFP","HOX","A",8,9,2012,3,24,9,"AMAZ","PRT",685,36,32.7,52.0,19.3,1.59,52.6,42.5,32,"T",108,"TANK",263000,0.0,11,93.9
"JHPA",8377,"L",2,2011,12,8,2014,12,8,"E","NFV","QDP","A",22,10,2012,13,22,18,"AMAZ","PRT",319,64,38.3,42.2,3.93,1.1,55.1,23.4,21,"J",311,"GOND",286000,0.0,65,122.0
"GHHA",9126,"R",1,2009,2,24,2013,2,18,"E","VXG","VFP","A",26,10,2012,22,38,15,"JOPP","PRT",1340,37,40.4,41.5,1.12,1.03,42.0,27.0,21,"J",311,"GOND",286000,0.0,11,135.0
"EQ",866844,"R",3,2012,6,2,2013,12,27,"E","EHQ","HWP","A",22,10,2012,17,20,6,"JOPP","PRT",142,89,38.8,43.7,4.97,1.13,39.8,26.8,21,"J",311,"GOND",286000,0.0,11,108.0
"SQMA",83236,"L",2,2009,11,16,2012,11,19,"E","GRO","HEP","D",23,10,2012,4,53,0,"ROGN","SALIENT",1072,85,32.6,84.3,51.7,2.59,55.0,20.4,20,"J",311,"GOND",286000,2640.0,65,125.0
"AFOA",23315,"R",1,2010,1,17,2013,1,17,"E","PLF","EDP","A",25,10,2012,5,42,0,"ROGN","SALIENT",1012,120,40.1,43.7,3.6,1.09,53.7,26.3,25,"K",341,"HOPP",286000,0.0,11,120.0
"NSOA",9420,"R",2,2011,1,21,2014,9,11,"E","OUW","EWP","A",24,10,2012,4,54,10,"AMAZ","PRT",642,4,36.1,50.5,14.4,1.4,46.9,28.4,24,"K",341,"HOPP",286000,2612.0,11,121.0
"GHHA",9127,"L",4,2011,5,10,2014,3,17,"E","VXG","VFP","A",25,10,2012,21,47,26,"JOPP","PRT",534,76,33.0,36.4,3.44,1.1,32.8,22.5,21,"J",311,"GOND",286000,0.0,65,119.0
"SQMA",84411,"R",2,2012,10,4,2014,7,2,"E","GRO","ENP","D",30,10,2012,16,46,15,"CHRS","PRT",26,116,39.2,43.2,4.04,1.1,36.0,23.9,20,"J",311,"GOND",286000,0.0,11,124.0
"EQ",21374,"R",2,2012,9,4,2014,9,26,"U","PDG","DOO","T",30,10,2012,23,29,0,"PRAI","PRT",56,154,32.7,36.8,4.09,1.13,36.6,32.6,29,"K",384,"HOPP",263000,0.0,11,104.0
"ISSA",85957,"R",4,2011,11,28,2014,11,28,"E","KDI","ENP","A",31,10,2012,0,32,0,"ROGN","SALIENT",337,104,31.0,35.6,4.56,1.15,47.0,21.2,20,"J",311,"GOND",286000,0.0,11,123.0
"EQVI",710958,"R",4,2011,3,16,2014,3,16,"X","UJW","ZLO","A",31,10,2012,2,4,12,"MALT","PRT",595,10,35.4,41.8,6.37,1.18,38.8,31.3,31,"C",114,"HOPP",286000,0.0,11,115.0
"PTUA",83610,"R",4,2009,9,30,2014,4,13,"E","GRO","DWP","D",4,11,2012,9,11,0,"ROGN","SALIENT",1131,92,38.0,43.8,5.84,1.15,55.8,21.1,20,"J",311,"GOND",286000,0.0,11,124.0
"GHHA",7162,"R",3,2010,9,29,2013,9,29,"E","VXG","VFP","A",31,10,2012,5,28,29,"JOPP","PRT",763,82,37.3,40.0,2.72,1.07,38.2,29.7,23,"J",301,"GOND",286000,0.0,60,121.0
"EQVI",905457,"L",3,2010,3,10,2014,3,4,"E","FRE","HWP","A",1,11,2012,4,57,23,"JOPP","PRT",967,70,39.2,44.2,5.08,1.13,41.2,24.9,20,"J",311,"GOND",286000,0.0,60,132.0
"EQVI",904819,"R",1,2010,4,18,2013,4,18,"E","FRE","HWP","A",1,11,2012,4,57,23,"JOPP","PRT",928,62,31.0,33.5,2.5,1.08,41.6,25.8,20,"J",311,"GOND",286000,0.0,11,132.0
"EQ",867655,"L",1,2011,1,27,2013,10,25,"E","FUG","VFP","A",5,11,2012,8,14,0,"ROGN","SALIENT",648,39,34.1,38.6,4.49,1.13,56.6,22.6,21,"J",311,"GOND",286000,0.0,75,124.0
"EQ",867407,"R",4,2011,10,3,2014,12,23,"E","FUG","VFP","A",5,11,2012,8,14,0,"ROGN","SALIENT",399,61,31.7,35.3,3.64,1.11,56.4,23.1,21,"J",311,"GOND",286000,0.0,65,124.0
"SQMA",84577,"L",4,2011,9,28,2013,12,7,"E","VOS","FDP","A",4,11,2012,0,43,0,"ROGN","SALIENT",402,48,35.0,40.5,5.4,1.15,27.3,21.4,20,"J",311,"GOND",286000,0.0,11,124.0
"ZIFA",372,"R",3,2010,8,18,2013,8,18,"E","PDK","ENP","A",31,10,2012,17,18,44,"CHEL","PRT",805,74,36.0,38.7,2.67,1.07,43.5,23.7,20,"J",311,"GOND",286000,0.0,60,124.0
"GHHA",8849,"R",2,2010,8,20,2013,8,20,"E","VXG","VFP","A",1,11,2012,18,55,11,"JOPP","PRT",804,41,37.6,40.9,3.33,1.09,33.9,24.0,22,"J",301,"GOND",286000,0.0,11,116.0
"EQVI",991505,"L",2,2010,12,17,2014,9,30,"E","EHQ","DEP","A",31,10,2012,19,21,35,"JOPP","PRT",684,71,40.3,42.2,1.85,1.05,39.1,25.8,21,"J",311,"GOND",286000,9417.0,25,125.0
"WJQA",63446,"L",4,2010,5,14,2013,5,14,"E","GRO","DWP","D",3,11,2012,10,26,0,"ROGN","SALIENT",904,121,35.3,40.5,5.14,1.15,53.4,21.0,20,"J",311,"GOND",286000,0.0,11,124.0
"EQEA",1548,"L",1,2012,2,19,2013,6,11,"E","VDL","EDP","A",2,11,2012,1,58,45,"AMAZ","PRT",257,38,35.2,38.1,2.92,1.08,49.7,20.8,20,"J",311,"GOND",286000,0.0,11,121.0
"ISSA",85705,"L",4,2009,12,8,2012,12,8,"E","KDI","FUP","A",2,11,2012,2,25,0,"ROGN","SALIENT",1060,74,37.6,41.8,4.22,1.11,48.6,21.6,20,"J",311,"GOND",286000,3280.0,11,124.0
"EQVI",903449,"R",2,2011,7,23,2014,1,14,"E","VXG","GNP","A",2,11,2012,2,59,37,"JOPP","PRT",468,10,37.5,42.5,4.99,1.13,36.4,23.8,20,"J",311,"GOND",286000,0.0,11,125.0
